BD,Address,Address2
"LONG ISLAND FINANCIAL GROUP, INC.","2 WOODCREST DRIVE, ROSLYN, NY 11576","2 WOODCREST DR, ROSLYN, NY 11576"
NEST INVESTMENTS BD LLC,"20 ASH STREET, SUITE 300, CONSHOHOCKEN, PA 19428","PO BOX 266, CONSHOHOCKEN, PA 19428"
"HUDSON HERITAGE CAPITAL MANAGEMENT, INC.","20 BALTIC PLACE SUITE 2, CROTON-ON-HUDSON, NY 10520",
"WBB SECURITIES, LLC","20 COMMERCE DR, STE 135, CRANFORD, NJ 07016","3111 CAMINO DEL RIO N #400, SAN DIEGO, CA 92108"
"SAGEPOINT FINANCIAL, INC.","20 E THOMAS RD, SUITE 2000, PHOENIX, AZ 85012",
"FIRSTEUROPE, LLC","20 E. 84TH STREET, APT 2-B, NEW YORK, NY 10028",
LIGHTSPEED FINANCIAL SERVICES GROUP LLC,"20 HEADQUARTERS PLAZA, NORTH TOWER, 7TH FLOOR, MORRISTOWN, NJ 07960",
SPC CAPITAL MARKETS LLC,"20 HORSENECK LANE,, FIRST FLOOR, GREENWICH, CT 06830",
"MELVIN SECURITIES, L.L.C.","20 N. CLARK STREET, SUITE 3300, CHICAGO, IL 60602",
"MONERE INVESTMENTS, INC.","20 N. MARTINGALE ROAD, SUITE 450, SCHAUMBURG, IL 60173",
KEYSTONE CAPITAL MARKETS,"20 PACIFICA, SUITE 450, IRVINE, CA 92618",
2021 CAPITAL,"20 S CLARK STREET, STE 700, CHICAGO, IL 60603",
VIRTUS CAPITAL MARKETS LLC,"20 SIGNAL ROAD, STAMFORD, CT 06902",
J.V. DELANEY & ASSOCIATES,"20 VIENNA, NEWPORT BEACH, CA 92660","20 VIENNA, NEWORT BEACH, CA 92660"
"EMPIRE STATE FINANCIAL, INC.","20 W. PARK AVE., SUITE 207, LONG BEACH, NY 11561",
ARTIST CAPITAL LLC,"20 WEST 55TH STREET, 11TH FLOOR, NEW YORK, NY 10019",
"CARNEGIE, INC.","20 WEST 55TH STREET, NEW YORK, NY 10019-5373",
"J. D. SEIBERT & COMPANY, INC.","20 WEST 9TH STREET, CINCINNATI, OH 45202-2024",
"ROGAN & ASSOCIATES, INC.","200 9TH AVENUE. NORTH, SUITE 100, SAFETY HARBOR, FL 34695-3500",
JOHN HANCOCK DISTRIBUTORS LLC,"200 BERKELEY STREET, BOSTON, MA 02116",
JOHN HANCOCK INVESTMENT MANAGEMENT DISTRIBUTORS LLC,"200 BERKELEY STREET, BOSTON, MA 02116",
M SHARE CAPITAL LLC,"200 BRANNAN ST, NO.443, SAN FRANCISCO, CA 94107",
HAYWOOD SECURITIES (USA) INC.,"200 BURRARD ST, SUITE 700, VANCOUVER, BC, V6C 3L6 CANADA",
"EXCEL SECURITIES & ASSOCIATES, INC.","200 CANAL VIEW BLVD., STE. 204, ROCHESTER, NY 14623",
"DYNASTY SECURITIES, LLC","200 CENTRAL AVENUE, FLOOR 15, SAINT PETERSBURG, FL 33701","200 CENTRAL AVENUE, FLOOR 15, SAINT PETERSBURG, FL 33701"
"LOCUST WALK SECURITIES, LLC","200 CLARENDON STREET, 51ST FLOOR, BOSTON, MA 02116",
"BAIN CAPITAL DISTRIBUTORS, LLC","200 CLARENDON STREET, BOSTON, MA 02116",
"SHEA & COMPANY, LLC","200 CLARENDON STREET, FLOOR 45, BOSTON, MA 02116",
"ALPINA CAPITAL, LLC","200 COLUMBINE STREET, SUITE 260, DENVER, CO 80206",
"QUADRIGA SECURITIES, LLC","200 COLUMBINE, SUITE 200, DENVER, CO 80206",
"NEXPOINT SECURITIES, INC.","200 CRESCENT COURT, SUITE 700, DALLAS, TX 75201",
HAMPTONROCK PARTNERS,"200 CRESCENT CT, STE 525, DALLAS, TX 75201",
MARCH CAPITAL CORP.,"200 E RANDOLPH ST  SUITE 5100, CHICAGO, IL 60601-6528",
"PCE INVESTMENT BANKERS, INC.","200 E. NEW ENGLAND AVENUE, SUITE 400, WINTER PARK, FL 32789",
KPMG CORPORATE FINANCE LLC,"200 E. RANDOLPH STREET, SUITE 5500, CHICAGO, IL 60601-6436",
"INTERCOASTAL CAPITAL MARKETS, INC.","200 EAST PALMETTO PARK ROAD, SUITE 108, BOCA RATON, FL 33432",
"JONES LANG LASALLE SECURITIES, LLC","200 EAST RANDOLPH DRIVE, 44TH FLOOR, CHICAGO, IL 60601",
AON SECURITIES LLC,"200 EAST RANDOLPH STREET, CHICAGO, IL 60601",
"ARIEL DISTRIBUTORS, LLC","200 EAST RANDOLPH STREET, SUITE 2900, CHICAGO, IL 60601",
BUELL SECURITIES CORP.,"200 GLASTONBURY BOULEVARD, SUITE 102, GLASTONBURY, CT 06033","200 GLASTONBURY BOULEVARD, SUITE 102, GLASTONBURY, CT 06033"
PARK MADISON PARTNERS LLC,"200 HARBOR RD., PORT WASHINGTON, NY 11050",
"WILLIS TOWERS WATSON SECURITIES, LLC","200 LIBERTY STREET, 6TH FLOOR, NEW YORK, NY 10281",
M1 FINANCE LLC,"200 N LASALLE STREET, SUITE 800, CHICAGO, IL 60601",
"MENTOR SECURITIES, LLC","200 N. WESTLAKE BOULEVARD, SUITE 204, WESTLAKE VILLIAGE, CA 91362",
"ARMORY SECURITIES, LLC","200 NORTH PACIFIC COAST HIGHWAY, SUITE 1525, EL SEGUNDO, CA 90245",
E. E. POWELL & COMPANY INC.,"200 NORTHPOINTE CIRCLE, SUITE 304, SEVEN FIELDS, PA 16046",
JOSEPH STONE CAPITAL L.L.C.,"200 OLD COUNTRY ROAD, SUITE 610, MINEOLA, NY 11501",
"COINBASE SECURITIES, INC.","200 PARK AVE SOUTH, 12TH FL, NEW YORK, NY 10003",
COINBASE CAPITAL MARKETS CORP,"200 PARK AVE SOUTH, NEW YORK, NY 10003",
METLIFE INVESTORS DISTRIBUTION COMPANY,"200 PARK AVENUE 4TH FLOOR, NEW YORK CITY, NY 10166",
"SIGULER GUFF GLOBAL MARKETS, LLC","200 PARK AVENUE, 23RD FLOOR, NEW YORK, NY 10166",
"ARBUTUS SECURITIES, LLC","200 PARK AVENUE, 58TH FL, NEW YORK, NY 10166",
"CAPLINK SECURITIES, INC","200 PIER AVENUE, SUITE 123, HERMOSA BEACH, CA 90254",
"E.L.K. CAPITAL ADVISORS, LLC","200 ROBIN DRIVE, SARASOTA, FL 34236","200 ROBIN DRIVE, SARASOTA, FL 34236"
ITAU INTERNATIONAL SECURITIES INC.,"200 S. BISCAYNE BLVD., SUITE 2200, MIAMI, FL 33131",
"OPTSECURITIES, LLC","200 S. COLLEGE ST., 16TH FLOOR, CHARLOTTE, NC 28202",
INCAPITAL DISTRIBUTORS LLC,"200 S. WACKER DRIVE, SUITE 3400, CHICAGO, IL 60606",
DASH FINANCIAL TECHNOLOGIES LLC,"200 S.WACKER DRIVE, SUITE 2450, CHICAGO, IL 60606",
"TD AMERITRADE CLEARING, INC.","200 SOUTH 108TH AVENUE, OMAHA, NE 68154",
"TD AMERITRADE, INC.","200 SOUTH 108TH AVENUE, OMAHA, NE 68154","200 SOUTH 108TH AVENUE, OMAHA, NE 68154"
CITADEL SECURITIES LLC,"200 SOUTH BISCAYNE BLVD, 33RD FLOOR, MIAMI, FL 33131",
CITADEL CLEARING LLC,"200 SOUTH BISCAYNE BLVD, SUITE 3300, MIAMI, FL 33131",
CITADEL SECURITIES INSTITUTIONAL LLC,"200 SOUTH BISCAYNE BLVD, SUITE 3300, MIAMI, FL 33131",
PALAFOX TRADING LLC,"200 SOUTH BISCAYNE BLVD, SUITE 3300, MIAMI, FL 33131",
DASH PRIME LLC,"200 SOUTH WACKER DRIVE, SUITE 2450, CHICAGO, IL 60606",
INSPEREX LLC,"200 SOUTH WACKER DRIVE, SUITE 3400, CHICAGO, IL 60606",
NORTHWEST FINANCIAL GROUP LLC,"200 SPRING STREET, SUITE 120, HERNDON, VA 20170",
"MIRUS SECURITIES, INC.","200 SUMMIT DRIVE, SUITE 460, BURLINGTON, MA 01803",
"CARVER EDISON CAPITAL, LLC","200 VARICK STREET, #508, NEW YORK, NY 10014",
PACIFIC ALLIANCE ASSOCIATES LLC,"200 VESEY STREET, 24TH FLOOR, NEW YORK, NY 10080",
CABOT LODGE SECURITIES LLC,"200 VESEY STREET, 24TH FLOOR, NEW YORK, NY 10281",
"EFG-HERMES USA, INC.","200 VESEY STREET, 24TH FLOOR, NEW YORK, NY 10281",
ONESOURCE FI LLC,"200 VESEY STREET, 24TH FLOOR, NEW YORK, NY 10281",
"LIQUIDNET, INC.","200 VESEY STREET, 5TH FLOOR, NEW YORK, NY 10281",
TULLETT PREBON FINANCIAL SERVICES LLC,"200 VESEY STREET, 5TH FLOOR, NEW YORK, NY 10281",
ICAP SECURITIES USA LLC,"200 VESEY STREET, 6TH FLOOR, NEW YORK, NY 10285",
TP ICAP GLOBAL MARKETS AMERICAS LLC,"200 VESEY STREET, 6TH FLOOR, NEW YORK, NY 10285",
"CASTLEOAK SECURITIES, LP","200 VESEY STREET, FL 04, NEW YORK, NY 10281","200 VESEY ST, FL 04, NEW YORK, NY 10281"
"JORDAN, KNAUFF & COMPANY","200 W. MADISON ST., STE. 980, CHICAGO, IL 60606",
"HOULIHAN CAPITAL, LLC","200 W. MADISON STREET, SUITE 2150, CHICAGO, IL 60606",
"AEG CAPITAL, LLC","200 W. MADISON STREET, SUITE 2410, CHICAGO, IL 60606",
"MARATHON CAPITAL MARKETS, LLC","200 W. MADISON STREET, SUITE 3700, CHICAGO, IL 60606",
"METRONOME SECURITIES, LLC","200 W. MADISON, SUITE 2040, CHICAGO, IL 60606",
GREAT POINT CAPITAL LLC,"200 WEST JACKSON BLVD., SUITE 1000, CHICAGO, IL 60606","484 EAST CARMEL DRIVE, #137, CARMEL, IN 46032"
"HALO SECURITIES, LLC","200 WEST JACKSON, SUITE 1800, CHICAGO, IL 60606",
"HIGHTOWER SECURITIES, LLC","200 WEST MADISON STREET, SUITE 2500, CHICAGO, IL 60606-3414",
GOLDMAN SACHS & CO. LLC,"200 WEST STREET, NEW YORK, NY 10282-2198","111 SOUTH MAIN STREET, SALT LAKE CITY, UT 84111"
"AGA SECURITIES, LLC","200 WINSLOW WAY WEST, SUITE 380, BAINBRIDGE ISLAND, WA 98110",
EDGEPOINT CAPITAL ADVISORS LLC,"2000 AUBURN DRIVE, SUITE 330, BEACHWOOD, OH 44122","2000 AUBURN DRIVE, SUITE 330, BEACHWOOD, OH 44122"
"CP INVESTMENTS, LLC","2000 AVENUE OF THE STARS, 11TH FLOOR, LOS ANGELES, CA 90067-4700",
"SS&C MARKET SERVICES, LLC","2000 CROWN COLONY DRIVE, 3RD FLOOR, QUINCY, MA 02169","2000 CROWN COLONY DRIVE, QUINCY, MA 02169"
TMF INVESTMENTS,"2000 DUKE ST,, SUITE 250, ALEXANDRIA, VA 22314",
"CUNA BROKERAGE SERVICES, INC.","2000 HERITAGE WAY, WAVERLY, IA 50677",
TCBI SECURITIES,"2000 MCKINNEY AVENUE, SUITE 700, DALLAS, TX 75201",
"ARLINGTON CAPITAL SERVICES, LLC","2000 MORRIS AVENUE, SUITE 1100, BIRMINGHAM, AL 35203",
"REPUBLIC PARTNERS, LLC","2000 NORTH RACINE AVENUE, SUITE 4700, CHICAGO, IL 60614-4045",
CUE CAPITAL LIMITED PARTNERSHIP,"2000 S. BAYSHORE DRIVE, SUITE 9, MIAMI, FL 33133",
MORGAN STANLEY,"2000 WESTCHESTER AVENUE, PURCHASE, NY 10577-2530","100 SOUTH CHARLES STREET, 4TH FLOOR, BALTIMORE, MD 21201"
"HGP SECURITIES, LLC","2001 KIRBY DRIVE, SUITE 814, HOUSTON, TX 77019",
"AFL-CIO ITC FINANCIAL, LLC","2001 L STREET, NW, SUITE 500, WASHINGTON, DC 20036",
"HENNION & WALSH, INC.","2001 ROUTE 46, WATERVIEW PLAZA, PARSIPPANY, NJ 07054-1018",
"RCX CAPITAL GROUP, LLC","2002 TIMBERLOCH PLACE, SUITE 200, THE WOODLANDS, TX 77380",
GENERAL SECURITIES CORP,"2007 FAYETTE, NORTH KANSAS CITY, MO 64116",
VESTED SECURITIES,"2009 ASHLAND AVE, FORT WORTH, TX 76107",
FINTRON INVEST,"201 BROAD STREET, FLOOR 6, SUITE 604, STAMFORD, CT 06901",
"TFA SECURITIES, INC.","201 CONTINENTAL BLVD., SUITE 110, EL SEGUNDO, CA 90245",
"LCG CAPITAL ADVISORS, LLC","201 EAST KENNEDY BLVD, SUITE 1700, TAMPA, FL 33602",
ALAMO CAPITAL,"201 N CIVIC DR, SUITE 180, WALNUT CREEK, CA 94596",
"INFINITY CAPITAL SECURITIES, LLC","201 NW 10TH STREET, SUITE 200, OKLAHOMA CITY, OK 73103",
"FS INVESTMENT SOLUTIONS, LLC","201 ROUSE BOULEVARD, PHILADELPHIA, PA 19112",
BGV SECURITIES,"201 S BISCAYNE BLVD, SUITE 1130, MIAMI, FL 33131",
"ANDBANC BROKERAGE, LLC","201 S. BISCAYNE BOULEVARD, SUITE 1100, MIAMI, FL 33131",
"MONTMINY SECURITIES, LLC","201 SANTA MONICA BLVD, SUITE 480, SANTA MONICA, CA 90401",
"ICG CAPITAL SECURITIES, LLC","201 SOUTH COLLEGE STREET, SUITE 1610, CHARLOTTE, NC 28244",
CATAPULT ADVISORS LLC,"201 SPEAR STREET, SUITE 1188, SAN FRANCISCO, CA 94105",
"CHAFFE SECURITIES, INC.","201 ST. CHARLES AVENUE, SUITE 1410, NEW ORLEANS, LA 70170-1410",
"CAPITAL ONE SECURITIES, INC.","201 ST. CHARLES AVENUE, SUITE 1830, NEW ORLEANS, LA 70170",
STOCK SECURITIES LLC,"201 TRESSER BOULEVARD, SUITE 345, STAMFORD, CT 06901-3435","886 PATTERSON AVENUE, NEW YORK, NY 10306"
"MAGSTAR CAPITAL, LLC","201 WILLETT AVENUE, #230, PORT CHESTER, NY 10573",
"PRECISION SECURITIES, LLC","2010 JIMMY DURANTE BLVD, SUITE 270, DEL MAR, CA 92014",
SYNAPSE BROKERAGE LLC,"2012 NORTHWEST MILITARY HIGHWAY, SAN ANTONIO, TX 78213",
BML SECURITIES LLC,"2016 OCEAN ST, UNIT 23, MARSHFIELD, MA 02050",
COMMONWEALTH PHARMA SECURITIES,"2016 OCEAN STREET, MARSHFIELD, MA 02050",
SMI CAPITAL MARKETS LLC,"2018 156TH AVE NE SUITE 100 BUILDING F, BELLEVUE, WA 98007","12715 NE 36TH STREET, BELLEVUE, WA 98005"
"BRIGHTCHOICE FINANCIAL, LLC","2019 LOMBARDY AVE, SUITE 430, NASHVILLE, TN 37215","555 GREAT CIRCLE ROAD, C/O SARAH HANLON, NASHVILLE, TN 37228"
"VISTIA CAPITAL, LLC","202 6TH STREET, SUITE 303, CASTLE ROCK, CO 80104",
CALAMOS FINANCIAL SERVICES LLC,"2020 CALAMOS COURT, NAPERVILLE, IL 60563-2787",
"FENNEBRESQUE & CO., LLC","2025 CASSAMIA PLACE, CHARLOTTE, NC 28211","2025 CASSAMIA PLACE, CHARLOTTE, NC 28210"
AQ TECHNOLOGY PARTNERS LLC,"203 REDWOOD SHORES PARKWAY, SUITE 530, REDWOOD CITY, CA 94065",
RED MOUNTAIN SECURITIES LLC,"205 DETROIT STREET, FLOOR 2, DENVER, CO 80206",
FUSION PARTNERS GLOBAL LLC,"205 EAST 59 ST., SUITE 12B, NEW YORK, NY 10022",
SAINTS ADVISORS LLC,"205 MADISON STREET, DENVER, CO 80206","1624 MARKET ST STE 226, PMB 29471, DENVER, CO 80202"
"AMERICAN CAPITAL PARTNERS, LLC","205 OSER AVE., HAUPPAUGE, NY 11788",
WAVECREST SECURITIES LLC,"205 POWELL PLACE, BRENTWOOD, TN 37027",
"MONROE FINANCIAL PARTNERS, INC.","205 W WACKER SUITE 1950, CHICAGO, IL 60606","205 W WACKER SUITE 1950A, CHICAGO, IL 60606"
"ANDES CAPITAL GROUP, LLC","205 WEST WACKER DRIVE, SUITE 610, CHICAGO, IL 60606",
"PASSCO CAPITAL, INC.","2050 MAIN STREET, SUITE 650, IRVINE, CA 92614","2050 MAIIN STREET, SUITE 650, IRVINE, CA 92614"
"CARL M. HENNIG, INC.","206 NORTH MAIN STREET, OSHKOSH, WI 54901",
"BRIDGE ALTERNATIVES SECURITIES, LLC.","207 E. WESTMINSTER AVE. SUITE 210, LAKE FOREST, IL 60045",
"D. B. MCKENNA & CO., INC.","207 WEST MAIN STREET, BENNINGTON, VT 05201-2108",
COOPERATIVE SECURITIES,"20701 COOPERATIVE WAY, DULLES, VA 20166",
"KPG CAPITAL PARTNERS, LLC","2078 PROSPECTOR AVENUE, UNIT 11, PARK CITY, UT 84060",
MCKENZIE SECURITIES LLC,"208 AVE LUIS MUNOZ RIVERA, 10TH FLOOR, SUITE 1029, SAN JUAN, PR 00918",
"POPULAR SECURITIES, LLC","208 AVENUE PONCE DE LEON, POPULAR CENTER SUITE 1200, SAN JUAN, PR 00918-1035",
"OBERLIN FINANCIAL INTERNATIONAL, LLC","208 NORTH LYNN STREET, PO BOX 711, BRYAN, OH 43506",
"TAG WEALTH MANAGEMENT, LLC","20815 N CAVE CREEK ROAD, PHOENIX, AZ 85024",
"TCC SECURITIES, LLC","209 S. LASALLE STREET, SUITE 625, CHICAGO, IL 60604",
FOG EQUITIES LLC,"209 SOUTH LASALLE STREET, SUITE 502, CHICAGO, IL 60604",
DONNELLY PENMAN & PARTNERS,"20902 MACK AVENUE, SUITE 200, GROSSE POINTE WOODS, MI 48236",
AUERBACH GRAYSON & COMPANY LLC,"20W 55TH STREET, NEW YORK, NY 10019","20W 55TH STREET, NEW YORK, NY 10019"
"NAVAID FINANCIAL SERVICES, INC.","21 E EUCLID AVE, HADDONFIELD, NJ 08033",
PYRAMID FUNDS CORPORATION,"21 EVERETT ROAD EXTENSION, ALBANY, NY 12205",
"WOLF A. POPPER, INC.","21 MAYHEW DRIVE, LIVINGSTON, NJ 07039",
OSHIMA & ASSOCIATES,"21 MERCHANTS ROW, 5TH FLOOR, BOSTON, MA 02109",
"WESTCHESTER CAPITAL PLANNING, INC.","21 MILLBROOK LANE, KERHONKSON, NY 12446",
CROWDVEST SECURITIES LLC,"21 SOVEREIGN WAY, HUTCHINSON ISLAND, FL 34949",
PALMETTO ADVISORY GROUP,"210 YELLOWTHROAT LANE, KIAWAH ISLAND, SC 29455",
"HMC INVESTMENTS, INC.","2100 3RD AVENUE NORTH, SUITE 600, BIRMINGHAM, AL 35203",
FIS BROKERAGE & SECURITIES SERVICES LLC,"2100 ENTERPRISE AVENUE, GENEVA, IL 60134",
CAUSEWAY SECURITIES LLC,"2100 MANCHESTER RD., BUILDING A #501-2B, WHEATON, IL 60187","2100 MANCHESTER RD. BUILDING A, #501-2B, WHEATON, IL 60187"
"CBRE CAPITAL ADVISORS, INC.","2100 MCKINNEY AVENUE, SUITE 900, DALLAS, TX 75201",
ENVERRA CAPITAL LLC,"2101 L STREET NW, SUITE 800, WASHINGTON, DC 20037",
"AEL FINANCIAL SERVICES, LLC","2101 REXFORD ROAD, SUITE 310, CHARLOTTE, NC 28211",
"TPEG SECURITIES, LLC","2102 E STATE HWY 114, SUITE 300, SOUTHLAKE, TX 76092",
SECURITIES CAPITAL CORPORATION,"2107 5TH AVENUE NORTH, STE. 500, BIRMINGHAM, AL 35203","P.O. BOX 2772, BIRMINGHAM, AL 35202"
WILLIAM O'NEIL SECURITIES,"211 CONGRESS STREET, 5TH FLOOR, SUITE B, BOSTON, MA 02110",
"V. M. MANNING & CO., INC.","211 E WASHINGTON ST SUITE B, GREENVILLE, SC 29601-2835","P.O. BOX 10389, GREENVILLE, SC 29603"
"B&D CAPITAL PARTNERS, LLC","211 EAST BLVD., CHARLOTTE, NC 28203-4719",
"CHARLES SCHWAB & CO., INC.","211 MAIN STREET, SAN FRANCISCO, CA 94105","211 MAIN STREET, SF211MN-08-330, SAN FRANCISCO, CA 94105"
"MACK INVESTMENT SECURITIES, INC.","211 WAUKEGAN RD., SUITE 300, NORTHFIELD, IL 60093",
BD|CORTINA,"2110 EAST HALLADAY ROAD, HALLADAY, UT 84117","PO BOX 982437, PARK CITY, UT 84098"
"CRB SECURITIES, LLC","2115 LINWOOD AVENUE, 4TH FLOOR, FORT LEE, NJ 07024",
"NORTH INLET ADVISORS, LLC","2115 REXFORD RD, SUITE 224, CHARLOTTE, NC 28211",
INFINITY FINANCIAL SERVICES,"212 9TH STREET, SUITE 202, OAKLAND, CA 94607","212 9TH STREET, SUITE 202, OAKLAND, CA 94607"
NORTHBORNE SECURITIES PARTNERS LLC,"212 THIRD AVENUE NORTH, SUITE 500, MINNEAPOLIS, MN 55401",
"SIGNATURE ESTATE SECURITIES, INC.","2121 AVENUE OF STARS, SUITE 1600, LOS ANGELES, CA 90067",
"BANYAN TREE SECURITIES, LLC","21250 HAWTHORNE BLVD, SUITE 550, TORRANCE, CA 90503",
"PROMETHEUS FINANCIAL, LLC","21255 BURBANK BLVD, SUITE 120, WOODLAND HILLS, CA 91367",
"WINTOUR & COMPANY, INC.","213 FULTON STREET, WESTBURY, NY 11590",
"PFM FUND DISTRIBUTORS, INC.","213 MARKET STREET, HARRISBURG, PA 17101","213 MARKET STREET, HARRISBRUG, PA 17101"
"PMA SECURITIES, LLC","2135 CITYGATE LANE, 7TH FLOOR, NAPERVILLE, IL 60563","2135 CITYGATE LANE, 7TH FLOOR, NAPERVILLE, IL 60563"
"KEVIN HART KORNFIELD & COMPANY, INC.","2137 EMBASSY DRIVE STE 105, LANCASTER, PA 17603-2387","P.O. BOX 6423, LANCASTER, PA 17607-6423"
FARVAHAR CAPITAL LLC,"214 BRAZILIAN AVENUE, SUITE 200-A, PALM BEACH, FL 33480","214 BRAZILILAN AVENUE, SUITE 200-A, PALM BEACH, FL 33480"
NEW HARBOR VENTURE PARTNERS LLC,"215 MORRIS AVENUE, SUITE 7, SPRING LAKE, NJ 07762",
TOBIN & COMPANY SECURITIES LLC,"215 NORTH PINE STREET, SUITE 501, CHARLOTTE, NC 28202","P.O. BOX 30486, CHARLOTTE, NC 28230"
"KENNETH, JEROME & CO.,INC.","215 RIDGEDALE AVE SUITE 104, FLORHAM PK, NJ 07932","P.O. BOX 38, FLORHAM PK, NJ 07932-0038"
"HERBERT J. SIMS & CO, INC.","2150 POST ROAD, SUITE 301, FAIRFIELD, CT 06824",
"BLOOM SECURITIES, LLC","21500 BISCAYNE BLVD., SUITE 403, AVENTURA, FL 33180",
THE LOGAN GROUP SECURITIES,"2151 PROFESSIONAL DRIVE, SUITE 260, ROSEVILLE, CA 95661","P.O. BOX 2059, GRANITE BAY, CA 95746"
"CENTERPOINT M&A ADVISORS, INC.","21550 OXNARD STREET, SUITE 960, WOODLAND HILLS, CA 91367",
"CASTLE HILL CAPITAL PARTNERS, INC.","216 EAST 45TH STREET, SUITE 1301, NEW YORK, NY 10017",
"I(X) SECURITIES, LLC","216 EAST 45TH STREET, SUITE 1302, NEW YORK, NY 10017","484 E CARMEL DR, #137, CARMEL, IN 46032"
"DORN & CO., INC.","216 EAST WASHINGTON AVENUE, FERGUS FALLS, MN 56537-2812",
"SYNDICATED CAPITAL, INC.","21671 GATEWAY CENTER DRIVE, SUITE 111, DIAMOND BAR, CA 91765","P. O. BOX 274, BREA, CA 92822"
"FORO CAPITAL MARKETS, LLC","2173 HAWKINS STREET, SUITE D, CHARLOTTE, NC 28203","2173 HAWKINS STREET, SUITE D, SUITE D, CHARLOTTE, NC 28203"
"YUKI-CO, LLC","2173 WALKER LANE, SALT LAKE CITY, UT 84117",
A.G. QUINTAL INVESTMENT COMPANY INC.,"2177 ACUSHNET AVE., NEW BEDFORD, MA 02745-6316",
PEDERSON&CO LLC,"218 NW 8TH ST., UNIT 1215, MIAMI, FL 33136",
"PLEXUS FINANCIAL SERVICES, LLC","21805 FIELD PARKWAY, SUITE 300, DEER PARK, IL 60010",
"BG WORLDWIDE SECURITIES, INC.","21860 BURBANK BLVD., SUITE 150, WOODLAND HILLS, CA 91367",
EBISU SECURITIES INC.,"21860 BURBANK BLVD., SUITE 150, WOODLAND HILLS, CA 91367",
"SECOND STREET SECURITIES, INC.","21860 BURBANK BLVD., SUITE 150, WOODLAND HILLS, CA 91367",
ACCEPTUS CAPITAL CORP.,"22 COUNTRY CLUB DRIVE, PORT WASHINGTON, NY 11050",
"DV FINANCIAL SERVICES, LLC","22 E. JACKSON STREET, PHOENIX, AZ 85004",
GP NURMENKARI INC.,"22 ELIZABETH STREET, SONO SQUARE, SUITE 1J, NORWALK, CT 06854",
ZL ZENITHAR (USA),"22 OAK KNOLL RD, RIDGEFIELD, CT 06877",
MORNINGSTAR INVESTMENT SERVICES LLC,"22 W WASHINGTON ST, CHICAGO, IL 60602-1605",
"AMERANT INVESTMENTS, INC.","220 ALHAMBRA CIRCLE, 2ND FLOOR, CORAL GABLES, FL 33134",
COHNREZNICK CAPITAL,"220 E42ND STREET, 35TH FLOOR, NEW YORK, NY 10017",
"RESOLUTE INVESTMENT DISTRIBUTORS, INC.","220 EAST LAS COLINAS BLVD. STE. 1200, IRVING, TX 75039",
PAYCHEX SECURITIES CORPORATION,"220 KENNETH DRIVE, ROCHESTER, NY 14623",
"CLIFTONLARSONALLEN WEALTH ADVISORS, LLC","220 S. SIXTH STREET, SUITE 300, MINNEAPOLIS, MN 55402-4505",
"DAI SECURITIES, LLC","2200 CENTURY PARKWAY NE, SUITE 435, ATLANTA, GA 30345",
"THE STRATEGIC FINANCIAL ALLIANCE, INC.","2200 CENTURY PARKWAY, SUITE 500, ATLANTA, GA 30345","2200 CENTURY PARKWAY, SUITE 500, ATLANTA, GA 30345"
"TIMBREL CAPITAL, LLC","2200 CENTURY PARKWAY, SUITE 500, ATLANTA, GA 30345",
"WEITZEL FINANCIAL SERVICES, INC.","2200 JOHN F KENNEDY RD, SUITE 103, DUBUQUE, IA 52002-2840","2200 JOHN F. KENNEDY RD., SUITE 103, DUBUQUE, IA 52002-2840"
"BHK SECURITIES, LLC","2200 LAKESHORE DRIVE, SUITE 250, BIRMINGHAM, AL 35209",
JIKO SECURITIES INC.,"2201 BROADWAY, OAKLAND, CA 94612",
TRUTORO,"2201 WASHINGTON AVE, STE 2, CONWAY, AR 72032",
"CHAMPLAIN ADVISORS, LLC","2205 CHURCH STREET, SUITE 305, CHRISTIANSTED, VI 00820","P.O. BOX 24290, CHRISTIANSTED, VI 00824-0290"
ETORO USA SECURITIES INC.,"221 RIVER STREET, 9TH FLOOR, HOBOKEN, NJ 07030",
LONG BRIDGE SECURITIES LLC,"221 RIVER STREET, 9TH FLOOR, HOBOKEN, NJ 07030",
"MAGV SECURITIES, INC.","221 RIVER STREET, 9TH FLOOR, HOBOKEN, NJ 07030",
"AAG CAPITAL, INC","2211 ASHLEY OAKS CIRCLE, WESLEY CHAPEL, FL 33544",
JUNIPER SQUARE CAPITAL,"2211 ENCINITAS BLVD., ENCINITAS, CA 92024",
"PROPEL ADVISORY GROUP, INC.","2215 IXORA AVENUE, SARASOTA, FL 34234",
"GREEN VISTA CAPITAL, LLC","222 N. PARK AVENUE, WINTER PARK, FL 32789",
VF SECURITIES,"222 N. SEPULVEDA BLVD., SUITE 10-124, EL SEGUNDO, CA 90245",
"CONSOLIDATED FINANCIAL INVESTMENTS, INC.","222 NORTH MERAMEC AVENUE, CLAYTON, MO 63105-3702",
"MILLINGTON INVESTMENTS, LLC","222 S. MILL ST., NAPERVILLE, IL 60540",
"EF LEGACY SECURITIES, LLC","222 SOUTH 1ST STREET, SUITE 600, LOUISVILLE, KY 40202",
CRAIG-HALLUM CAPITAL GROUP LLC,"222 SOUTH NINTH ST, STE 350, MINNEAPOLIS, MN 55402",
